0 0
1 25.728
2 17.152
3 4.288
4 17.152
5 0
6 0
7 0
8 0
9 0
10 0
11 25.728
12 21.44
13 12.864
14 25.728
15 8.576
16 17.152
17 25.728
18 21.44
19 30.016
20 8.576
21 8.576
22 25.728
23 0
24 0
25 0
26 12.864
27 21.44
28 0
29 30.016
30 25.728
31 21.44
32 0
33 30.016
34 0
35 55.744
36 17.152
37 8.576
38 17.152
39 30.016
40 8.576
41 12.864
42 8.576
43 4.288
44 4.288
45 25.728
46 0
47 34.304
48 12.864
49 17.152
50 12.864
51 0
52 21.44
53 25.728
54 17.152
55 0
56 0
57 0
58 0
59 0
60 0
61 0
62 0
63 0
64 0
65 0
66 0
67 0
68 0
69 0
70 25.728
71 0
72 30.016
73 30.016
74 0
75 0
76 0
77 0
78 0
79 0
80 0
81 0
82 0
83 0
84 0
85 0
86 0
87 0
88 0
89 21.44
90 17.152
91 4.288
92 0
93 25.728
94 25.728
95 0
96 8.576
97 0
98 17.152
99 0
100 38.592
