0 0
1 25.728
2 21.44
3 8.576
4 12.864
5 0
6 0
7 0
8 0
9 0
10 0
11 0
12 0
13 0
14 0
15 0
16 0
17 0
18 0
19 0
20 0
21 0
22 17.152
23 4.288
24 0
25 0
26 0
27 4.288
28 4.288
29 0
30 0
31 0
32 0
33 0
34 0
35 0
36 0
37 8.576
38 17.152
39 17.152
40 0
41 8.576
42 8.576
43 0
44 0
45 4.288
46 0
47 4.288
48 0
49 12.864
50 0
51 0
52 0
53 17.152
54 4.288
55 0
56 0
57 0
58 0
59 0
60 0
61 0
62 8.576
63 0
64 0
65 0
66 8.576
67 4.288
68 4.288
69 0
70 4.288
71 0
72 4.288
73 0
74 4.288
75 4.288
76 0
77 4.288
78 0
79 4.288
80 4.288
81 0
82 4.288
83 0
84 4.288
85 0
86 4.288
87 4.288
88 0
89 4.288
90 0
91 4.288
92 0
93 4.288
94 4.288
95 0
96 4.288
97 0
98 4.288
99 4.288
100 0
